client_id,visitor_id,completed,duration,age,clnt_tenure,last_step,completed_numeric
6787673,736945180_67893150217,yes,3.98,73.5,22 years ,confirm,1
6789992,494060586_98264654271,yes,4.28,35.5,15 years ,confirm,1
6791214,550637496_37243950382,yes,2.2,25.5,5 years ,confirm,1
6791344,99749117_46083992895,yes,5.32,36.5,8 years ,confirm,1
6791528,237504281_52867261633,yes,1.83,35.0,11 years ,confirm,1
6791950,363076333_59673505258,yes,4.72,51.5,13 years ,confirm,1
6792849,511913043_58576358736,no,0.13,36.0,13 years ,step_1,0
6793099,761783444_4671464481,yes,-3671.1,60.5,7 years ,confirm,1
6793307,656611357_80950211236,yes,11.48,44.5,14 years ,confirm,1
6793424,595229972_99872418605,no,-0.07,79.0,5 years ,step_1,0
6793640,274020276_13168558051,yes,10.85,67.5,27 years ,confirm,1
6793654,127733331_31711267287,no,7.47,46.0,13 years ,step_3,0
6794107,82464318_50679642300,yes,1.5,22.5,6 years ,confirm,1
6794134,959657282_41264437824,no,,23.0,5 years ,,0
6794437,339062860_76810549048,no,,73.0,21 years ,confirm,0
6794437,403639857_7478327627,yes,72269.33,73.0,21 years ,confirm,1
6794458,332287313_64522234411,no,-60696.08,63.0,14 years ,step_1,0
6794458,605575048_70193075108,no,,63.0,14 years ,,0
6794489,529735279_53332520336,no,2.0,51.0,14 years ,step_2,0
6794763,408310318_66416562283,no,-57515.02,80.0,17 years ,step_1,0
6795578,589383335_28115710774,yes,6.48,49.5,21 years ,confirm,1
6795686,976861840_61090377330,yes,3.78,66.0,7 years ,confirm,1
6796179,634703562_226730307,yes,8.47,70.5,50 years ,confirm,1
6796201,617251491_33676268921,no,0.15,54.0,5 years ,step_1,0
6796240,24926104_44635045041,yes,6630.63,59.0,20 years ,confirm,1
6796821,818843278_89948853868,yes,3.42,65.5,7 years ,confirm,1
6797402,359514451_5545165951,yes,20.27,57.5,14 years ,confirm,1
6797930,815630912_71257341277,no,,45.0,7 years ,,0
6798182,407531112_29470056308,yes,3.57,56.0,7 years ,confirm,1
6798317,671380649_45928921622,no,,49.5,12 years ,,0
6798317,709927139_8999925648,yes,4.25,49.5,12 years ,confirm,1
6798317,943877513_48069267105,no,,49.5,12 years ,,0
6798477,628694893_53512914758,yes,3.38,41.5,9 years ,confirm,1
6798485,867722220_4351310064,yes,8.78,30.0,5 years ,confirm,1
6798656,896001046_96673515565,yes,-7952.5,37.5,8 years ,confirm,1
6798836,814149591_31694287959,yes,2.23,22.5,3 years ,confirm,1
6799154,696473234_87183463737,yes,4.2,65.5,6 years ,confirm,1
6799854,430147263_91972296709,yes,3.03,70.5,19 years ,confirm,1
6799854,656150009_32325174391,no,0.47,70.5,19 years ,step_1,0
6800204,569505721_83181471263,yes,1.97,22.5,5 years ,confirm,1
6800684,520094614_41575527137,yes,6.47,68.5,15 years ,confirm,1
6800831,60508992_89953691152,yes,6.65,47.5,12 years ,confirm,1
6800843,161947927_22511370931,yes,-3584.45,37.5,14 years ,confirm,1
6800922,113436215_34758697693,no,,57.0,11 years ,,0
6800982,328364588_35871634326,yes,7.18,71.5,13 years ,confirm,1
6801074,640054320_28260303707,no,,41.0,14 years ,,0
6801074,841064092_7181585849,no,0.17,41.0,14 years ,step_1,0
6801082,206929489_74814429392,yes,2.97,49.5,24 years ,confirm,1
6801376,460790764_99206228626,no,,34.5,9 years ,confirm,0
6801754,60341935_59875547370,no,,42.0,16 years ,,0
6802160,752572615_809725408,yes,3.5,60.5,9 years ,confirm,1
6802407,167704801_87472992621,yes,3.78,24.5,6 years ,confirm,1
6802507,766381218_11460158775,yes,1.93,29.5,7 years ,confirm,1
6803053,458235347_95457538765,yes,0.9,41.5,12 years ,confirm,1
6803274,632054454_94555878396,no,,22.0,6 years ,,0
6804613,210662754_10467347186,no,,56.0,8 years ,,0
6804934,627331568_71360648954,yes,3.52,26.5,6 years ,confirm,1
6805654,155459082_7157189349,no,5.97,66.0,11 years ,step_3,0
6805903,446381240_73861623583,yes,1.83,31.0,6 years ,confirm,1
6806202,462517573_38817224985,yes,4.75,56.5,11 years ,confirm,1
6806435,304227163_57099387704,yes,1.4,36.5,4 years ,confirm,1
6807398,527238944_49263083567,yes,3.05,72.0,11 years ,confirm,1
6808154,447381795_2977752189,no,0.92,18.0,6 years ,step_1,0
6808282,700725148_45862642170,yes,2.73,36.0,14 years ,confirm,1
6808314,867498767_42748917923,yes,2.9,27.5,5 years ,confirm,1
6808601,595509672_44773765353,yes,3.12,44.5,17 years ,confirm,1
6808844,948600001_55010206727,yes,3322.72,44.0,11 years ,confirm,1
6809435,302547302_98578040940,no,0.28,36.0,12 years ,step_2,0
6809644,316342363_76799839413,yes,6.82,65.5,12 years ,confirm,1
6809855,106710135_57178191278,no,,64.0,5 years ,,0
6809855,872574864_93359012067,no,,64.0,5 years ,,0
6809872,416175039_5831016421,yes,3.67,61.0,12 years ,confirm,1
6809928,327694171_19091268551,no,3.97,50.0,5 years ,step_3,0
6810824,676186920_33063407592,no,-0.68,29.0,5 years ,step_2,0
6811150,462984047_54969704962,yes,3.58,49.5,6 years ,confirm,1
6811175,858101437_53718192005,no,,35.0,4 years ,,0
6811955,891287926_56518001113,yes,2.97,31.0,7 years ,confirm,1
6813112,30545652_42228526071,yes,4.0,42.0,16 years ,confirm,1
6813503,143257609_8741180626,no,,38.0,6 years ,,0
6813831,226720553_19757206788,no,,65.0,17 years ,,0
6814109,387880159_97675961770,no,0.77,47.0,23 years ,step_1,0
6814540,68315745_71648968062,yes,3.3,55.5,13 years ,confirm,1
6814932,986257776_36643541500,yes,4.05,56.5,32 years ,confirm,1
6815037,928927917_68907505141,yes,3.2,67.5,33 years ,confirm,1
6815224,535478689_65818083906,yes,4.45,29.5,6 years ,confirm,1
6815257,38789512_10037501311,yes,4.75,72.5,46 years ,confirm,1
6815832,536763724_74048294323,yes,6.78,67.5,11 years ,confirm,1
6816212,358720052_24599738611,yes,11.57,68.5,9 years ,confirm,1
6816650,389399915_46046131795,no,4.53,47.0,21 years ,step_3,0
6816658,948329795_18676145763,yes,-1.73,52.5,6 years ,confirm,1
6816772,370890561_15935376773,yes,1.53,65.5,12 years ,confirm,1
6817531,713937557_43873324596,yes,5.2,72.5,9 years ,confirm,1
6817555,107928403_47923896809,yes,6.57,63.5,7 years ,confirm,1
6819326,703235188_52133197371,no,1.08,67.0,12 years ,step_2,0
6819768,488045466_41179556310,no,,66.0,15 years ,,0
6819768,497588432_28553548660,no,,66.0,15 years ,,0
6820760,837863330_7862545220,no,-1.07,24.0,6 years ,step_3,0
6821663,286137186_27151841627,no,-1.27,42.0,4 years ,step_2,0
6821987,850526559_4868624738,yes,6.0,47.5,4 years ,confirm,1
6822246,181129653_96428321609,no,,65.0,37 years ,,0
6822514,902740677_73261212050,no,-1.77,44.0,15 years ,step_3,0
6823672,446664433_63488344291,no,0.73,28.0,7 years ,step_2,0
6823672,881957872_63065180915,no,,28.0,7 years ,,0
6823673,634064646_10804136262,yes,1.93,56.0,12 years ,confirm,1
6823956,308160437_88761870895,no,0.13,53.0,11 years ,step_1,0
6824199,2185576_48870678220,no,-4.62,64.0,18 years ,step_1,0
6824199,388050966_64743996529,no,3.68,64.0,18 years ,step_1,0
6824199,722703318_99216390799,no,,64.0,18 years ,,0
6824514,893517728_92159561767,yes,3.32,34.5,10 years ,confirm,1
6825149,756726954_27150026787,no,0.45,63.0,5 years ,step_1,0
6825168,983614812_44641447640,yes,3.37,41.5,16 years ,confirm,1
6826954,210448027_52948820290,yes,10.9,41.5,4 years ,confirm,1
6828205,860627142_81627639467,yes,3.77,34.0,7 years ,confirm,1
6828863,598237645_68860965656,yes,8737.63,60.0,8 years ,confirm,1
6829103,944601308_64442147876,yes,3.52,28.5,9 years ,confirm,1
6829146,329721636_73815248017,yes,4.17,55.5,13 years ,confirm,1
6829825,364031070_66918329301,no,,40.0,12 years ,,0
6830216,700619179_49967237256,no,,23.0,7 years ,,0
6832055,533175337_2491087171,no,-0.38,35.0,13 years ,step_1,0
6832718,212326540_8388196566,yes,1.83,28.0,4 years ,confirm,1
6832721,419738378_18734688886,yes,1.88,35.5,9 years ,confirm,1
6833110,379982410_85690603801,yes,4.43,47.5,14 years ,confirm,1
6834249,534023856_79500334469,yes,4.9,19.5,5 years ,confirm,1
6834658,169681854_1084560828,no,0.75,50.0,11 years ,step_1,0
6835030,735818647_44119745989,yes,3.6,64.5,10 years ,confirm,1
6835222,383699081_27056327615,yes,1.42,67.0,10 years ,confirm,1
6835290,919626970_25872860422,no,,54.0,15 years ,,0
6835423,735232627_18816954842,no,0.63,27.0,6 years ,step_2,0
6836764,625670295_43999962583,no,12.32,62.0,4 years ,step_3,0
6837412,708366680_6329734060,yes,3.35,63.5,5 years ,confirm,1
6837952,472478184_46906198430,yes,2.78,67.0,15 years ,confirm,1
6837952,752354519_63164172262,no,2.7,67.0,15 years ,step_3,0
6837952,826201093_37791831923,no,-10.07,67.0,15 years ,step_2,0
6838075,152502130_64938542204,no,,31.0,10 years ,,0
6838569,115693450_35032208621,no,0.72,21.0,4 years ,step_1,0
6838639,587297558_44815906561,yes,4.38,64.5,38 years ,confirm,1
6838654,657090717_40623255099,no,,31.0,21 years ,,0
6838849,394110197_98488848574,yes,-20109.02,34.5,21 years ,confirm,1
6839260,257813541_30135361696,yes,4.68,28.0,8 years ,confirm,1
6840168,521704059_76892984654,no,-0.07,72.0,16 years ,step_1,0
6840168,894838788_61733460378,no,-1.78,72.0,16 years ,step_3,0
6840942,448362170_36787925781,no,,35.0,5 years ,,0
6841726,658474405_94853379545,no,,37.0,10 years ,,0
6841879,209983123_20643384609,yes,18.53,59.5,7 years ,confirm,1
6842137,317258048_52064172261,yes,11.17,48.0,6 years ,confirm,1
6843544,337264312_30996322268,no,0.08,54.5,20 years ,step_1,0
6843544,988642997_71016315736,yes,3.43,54.5,20 years ,confirm,1
6844069,691583251_79526745318,yes,5.37,30.5,13 years ,confirm,1
6844163,126178419_29084345606,no,-4353.08,68.0,27 years ,step_3,0
6845489,144361031_89675533291,no,0.63,30.0,8 years ,step_1,0
6845707,349837696_20614639142,yes,4.82,28.5,8 years ,confirm,1
6845739,662919139_91345750816,yes,5.65,32.5,9 years ,confirm,1
6846120,923647184_94382175016,yes,2.2,30.5,6 years ,confirm,1
6846193,697769336_78871549706,yes,3.18,55.5,14 years ,confirm,1
6846369,305683180_23157659620,no,1.72,57.0,7 years ,step_2,0
6848035,521718542_87158714208,yes,7.35,40.5,5 years ,confirm,1
6848035,610327901_28427188385,no,,40.5,5 years ,,0
6848077,70972134_71338477787,yes,3.08,53.5,8 years ,confirm,1
6849300,158189810_48793884023,no,-3.78,20.0,25 years ,step_1,0
6849764,983962127_12855468953,yes,2.93,43.0,17 years ,confirm,1
6851346,644951459_85152775135,yes,3.02,39.5,9 years ,confirm,1
6853744,231123428_35117256158,no,,23.0,5 years ,,0
6853899,736353766_72324139905,no,-0.35,43.0,5 years ,step_1,0
6854605,376365847_63709885807,yes,1.15,28.5,23 years ,confirm,1
6854608,188114222_76659008212,yes,3.25,45.5,15 years ,confirm,1
6855706,104952778_58889347318,yes,6.45,69.5,6 years ,confirm,1
6856325,836012720_6066862213,yes,-6852.53,64.5,7 years ,confirm,1
6856615,656886883_86102248877,yes,3.25,67.5,6 years ,confirm,1
6856821,918361153_92533005724,yes,-32348.82,59.5,33 years ,confirm,1
6858280,101698103_37232842109,no,,69.0,9 years ,confirm,0
6858602,630324209_51292312567,yes,4.78,26.5,9 years ,confirm,1
6859266,389642871_53652047349,yes,9.75,30.5,5 years ,confirm,1
6860823,880783207_51116123060,no,,27.0,6 years ,,0
6861387,697374686_71906700670,yes,2.33,24.5,5 years ,confirm,1
6861827,158960667_27026476932,yes,9.1,58.0,21 years ,confirm,1
6861954,167891597_53711266317,no,,29.0,10 years ,,0
6862376,609011782_3136450390,no,,25.0,5 years ,,0
6862397,570695259_79528166054,yes,2.55,27.0,5 years ,confirm,1
6862833,420131857_72803712049,yes,-8069.73,24.5,6 years ,confirm,1
6863814,205796042_52376965932,yes,29.27,70.5,7 years ,confirm,1
6863960,97968647_41221103422,yes,3.78,42.5,11 years ,confirm,1
6864371,63952904_18177623998,yes,6.52,29.5,14 years ,confirm,1
6864556,802236812_64431021942,no,,27.0,6 years ,,0
6864754,869079596_87583502776,yes,2860.6,48.0,6 years ,confirm,1
6865212,155658164_584362914,no,-1.72,49.0,20 years ,step_2,0
6865229,267166555_37780587678,yes,5.23,65.0,13 years ,confirm,1
6866442,695684433_9597249056,no,,57.0,24 years ,,0
6867006,214945521_63065997222,yes,8.03,62.5,14 years ,confirm,1
6867009,654969954_69144396169,yes,4.08,30.0,12 years ,confirm,1
6867040,885231144_51635153895,yes,4.98,43.5,13 years ,confirm,1
6867447,128288407_53262325965,no,2.62,74.0,13 years ,step_3,0
6867928,303154420_77624899621,no,4.42,32.0,13 years ,step_3,0
6868268,47216764_47065581463,yes,3.03,32.5,7 years ,confirm,1
6868984,828895629_37323888700,yes,2.95,65.5,23 years ,confirm,1
6870401,151294686_519459565,yes,2.1,34.5,11 years ,confirm,1
6870598,339014496_86952290117,yes,3.92,45.5,4 years ,confirm,1
6871269,538068669_28852433982,yes,3.1,61.5,9 years ,confirm,1
6871417,297250399_40946499486,yes,2.95,30.5,5 years ,confirm,1
6871641,316376981_32142587146,no,,58.0,4 years ,,0
6871774,606942974_35443474293,yes,3.88,45.5,6 years ,confirm,1
6872293,149962014_49026270539,no,0.32,63.0,22 years ,step_3,0
6872814,630627139_75877675453,no,,56.0,15 years ,,0
6873326,260254280_84052688503,yes,7.78,61.5,9 years ,confirm,1
6874017,103314454_42323491609,no,3.33,49.0,6 years ,step_1,0
6874017,534437567_13778482263,no,0.35,49.0,6 years ,step_1,0
6874702,43935129_68082601397,no,-0.25,59.0,8 years ,step_1,0
6875605,738183560_51494960449,no,0.05,51.0,26 years ,step_1,0
6876030,413705156_92767269439,yes,2.82,29.5,11 years ,confirm,1
6876463,982620351_75624706981,yes,73172.97,24.0,6 years ,confirm,1
6876767,304126740_72712340899,no,-11.17,75.0,15 years ,step_3,0
6878222,318039279_14812706899,yes,4.1,59.5,11 years ,confirm,1
6878332,511727358_49554592741,no,,43.0,14 years ,,0
6878594,166891841_13338323762,yes,1.68,55.0,5 years ,confirm,1
6878594,181910011_5913689734,no,,55.0,5 years ,,0
6878594,556136990_23831162243,no,,55.0,5 years ,,0
6879419,19735613_29117351721,yes,18.1,27.5,6 years ,confirm,1
6879419,318763225_2350398850,no,-11422.85,27.5,6 years ,step_3,0
6879419,498124397_25408002979,no,,27.5,6 years ,,0
6879419,502706376_99663256879,no,,27.5,6 years ,,0
6879419,688997719_80903939207,no,,27.5,6 years ,,0
6879419,972094999_9140079605,no,,27.5,6 years ,,0
6879669,373922744_36582764067,yes,-20105.27,33.5,13 years ,confirm,1
6879916,880505730_6551885936,yes,9.0,60.5,7 years ,confirm,1
6882236,68281448_11029218107,yes,2.52,56.5,21 years ,confirm,1
6883463,507916729_45666823491,yes,2.02,58.5,5 years ,confirm,1
6884073,849556437_79296827609,no,2.78,53.0,6 years ,step_2,0
6884826,185134129_79663617326,yes,2.45,47.5,4 years ,confirm,1
6884899,467945066_99932326706,yes,2.92,36.5,4 years ,confirm,1
6884906,733135990_67476749327,no,0.23,65.0,20 years ,step_1,0
6885405,758636312_11720727380,yes,2.32,40.5,15 years ,confirm,1
6885563,36532952_15428666472,no,,58.0,6 years ,,0
6885624,239153408_75310744911,yes,-9946.77,70.5,15 years ,confirm,1
6885697,784157677_53019015126,yes,1.97,68.5,4 years ,confirm,1
6885720,681782217_2432426552,yes,2.67,59.0,19 years ,confirm,1
6885745,32465601_59818830500,yes,1753.95,27.0,7 years ,confirm,1
6885955,70649250_14180496344,no,,30.0,9 years ,,0
6885985,479730746_90028465470,yes,2.8,22.5,26 years ,confirm,1
6886401,288754786_4105864091,yes,3.23,59.0,4 years ,confirm,1
6886569,553663643_88472661892,no,,57.0,6 years ,,0
6886786,686296045_88000515133,yes,2.32,25.5,7 years ,confirm,1
6887099,706346866_76288734886,yes,1.07,63.0,16 years ,confirm,1
6887814,198180908_25776311977,yes,20.85,54.5,18 years ,confirm,1
6888356,279172329_20672470899,yes,76.48,31.5,15 years ,confirm,1
6888356,295876971_30253161685,no,5.7,31.5,15 years ,step_3,0
6888356,337425933_48570946864,no,,31.5,15 years ,step_3,0
6888356,663235343_51337876880,no,,31.5,15 years ,,0
6888356,924801427_41303321259,no,,31.5,15 years ,,0
6888629,351236422_83391186765,yes,4.17,41.0,16 years ,confirm,1
6888672,388115628_51947175348,yes,1.38,50.5,25 years ,confirm,1
6889564,35286105_13836721059,yes,3.08,28.5,8 years ,confirm,1
6890062,676579213_34685189775,yes,4.83,65.5,14 years ,confirm,1
6891129,709583874_21637770262,yes,-21597.68,57.5,34 years ,confirm,1
6891177,633881372_30304757025,yes,7.4,45.5,19 years ,confirm,1
6891366,62385651_36713369014,no,-0.67,58.0,6 years ,step_1,0
6891366,783037316_22923110413,no,,58.0,6 years ,,0
6891366,984329349_72189529426,no,,58.0,6 years ,,0
6892470,332798564_78850627784,no,,26.0,7 years ,,0
6892569,936323875_66914839164,yes,2.58,37.5,7 years ,confirm,1
6892758,326243143_44920160455,yes,3.47,56.0,19 years ,confirm,1
6893118,519908573_77277120678,yes,4.02,53.0,12 years ,confirm,1
6893388,353555427_51847535578,yes,7.43,23.5,6 years ,confirm,1
6893953,847305383_47254835082,yes,3.73,54.0,30 years ,confirm,1
6893972,889800837_76646152230,yes,4.28,42.5,20 years ,confirm,1
6893975,896850686_58345301923,no,,66.0,13 years ,,0
6895747,255635441_87088082409,no,,44.5,22 years ,,0
6895747,809292483_4357544098,yes,2.78,44.5,22 years ,confirm,1
6896687,59291989_24078581910,no,,72.0,16 years ,,0
6896687,826757991_36340186568,no,,72.0,16 years ,,0
6896722,850876656_80828217704,yes,-1.33,29.5,5 years ,confirm,1
6897014,631253361_76917118723,no,-0.07,61.0,6 years ,step_1,0
6898020,581477397_96126833817,no,0.62,28.0,8 years ,step_2,0
6898714,179766578_52021165384,no,4.67,22.0,5 years ,step_3,0
6898877,427280366_74177464351,no,,41.0,13 years ,,0
6899322,922399756_963853713,yes,4.95,61.5,10 years ,confirm,1
6899350,112885508_57066797132,no,-0.05,64.0,9 years ,step_1,0
6900644,205654869_39892173375,no,0.13,39.5,13 years ,step_1,0
6900644,267996810_53333707821,yes,9.07,39.5,13 years ,confirm,1
6900662,476408414_6944568638,yes,8.52,51.5,31 years ,confirm,1
6900662,711173820_44902541769,no,,51.5,31 years ,,0
6901075,190031222_82855853468,no,-0.07,72.0,7 years ,step_1,0
6901150,414464829_26285993227,yes,2.25,19.5,22 years ,confirm,1
6901150,843266553_27636949847,no,3.62,19.5,22 years ,step_1,0
6901638,435205876_55013263858,yes,3.68,31.5,9 years ,confirm,1
6901755,266666174_17843809526,yes,2.98,50.5,12 years ,confirm,1
6901993,119223835_64777132160,no,,65.5,12 years ,,0
6901993,906056787_96284860214,yes,7.65,65.5,12 years ,confirm,1
6902036,727515493_60446226367,no,-14784.82,64.0,21 years ,step_3,0
6902355,803628779_46336282142,yes,3.72,33.0,7 years ,confirm,1
6902415,348437793_29940619208,no,2.45,44.0,8 years ,step_3,0
6902794,644637528_86551857072,yes,9.33,48.5,16 years ,confirm,1
6903843,464743433_78529025128,no,-0.97,67.0,21 years ,step_3,0
6903843,716060837_33145136850,no,1.05,67.0,21 years ,step_3,0
6904174,701825633_25970405856,yes,2.2,32.5,8 years ,confirm,1
6904205,440335484_40202037084,no,1.83,59.0,4 years ,step_1,0
6904520,763916253_76631723345,no,,38.0,7 years ,,0
6905133,849174733_52463081576,no,,42.0,14 years ,,0
6905463,839703470_38394694268,yes,2.03,23.5,7 years ,confirm,1
6905898,887603377_49741055169,yes,4.05,56.0,9 years ,confirm,1
6906166,514447977_76784919311,no,-41117.05,41.0,10 years ,step_3,0
6906337,403387185_85511201197,no,,60.0,8 years ,,0
6906337,434724521_1015378207,no,,60.0,8 years ,,0
6906337,999031612_39854940686,no,,60.0,8 years ,,0
6908111,757142645_25696911887,no,,28.0,6 years ,,0
6908479,577454897_50524617516,no,4.13,37.0,15 years ,step_3,0
6909039,380376661_30210711920,yes,3.95,33.5,4 years ,confirm,1
6909361,357311585_6440023637,yes,4.42,66.5,33 years ,confirm,1
6909480,838876354_8170568586,yes,3.9,70.5,15 years ,confirm,1
6910263,318842951_28824693396,yes,7.63,59.5,12 years ,confirm,1
6911094,212029851_47386631065,no,-1.25,29.0,4 years ,step_2,0
6911162,233160361_19819986980,no,7.8,59.0,12 years ,step_3,0
6911162,279448673_61652451714,no,,59.0,12 years ,,0
6911162,384015153_21089672373,no,,59.0,12 years ,,0
6911162,60940949_81024518447,yes,4.6,59.0,12 years ,confirm,1
6911162,804264732_17061271767,no,,59.0,12 years ,,0
6911659,320252887_20879879858,yes,3669.47,58.5,6 years ,confirm,1
6912121,514770219_10491153109,yes,8.63,63.5,12 years ,confirm,1
6912121,802009341_1640993798,no,6.9,63.5,12 years ,step_1,0
6912156,10570473_63462396254,yes,6.43,69.0,32 years ,confirm,1
6912156,953141204_24020280940,no,,69.0,32 years ,,0
6913058,353493592_45126819051,yes,2.62,52.5,22 years ,confirm,1
6913303,232672133_97106889155,yes,84.12,34.0,7 years ,confirm,1
6913303,324324675_50830833049,no,3.1,34.0,7 years ,step_3,0
6913666,960046675_17799873478,yes,4.92,38.0,12 years ,confirm,1
6913812,759277592_42746032532,yes,12.65,59.5,16 years ,confirm,1
6914362,377090864_56446005522,yes,13.9,42.5,11 years ,confirm,1
6915261,388576804_23792248280,no,,46.0,11 years ,,0
6915397,662873309_57780848654,no,1.63,49.0,27 years ,step_1,0
6916531,390030263_20968897641,no,,58.0,24 years ,,0
6917276,914248158_20723724086,yes,1.8,65.0,9 years ,confirm,1
6917895,10712542_5912717700,yes,5.65,24.5,5 years ,confirm,1
6918656,17809952_11274094068,yes,5.23,69.5,5 years ,confirm,1
6918929,933929665_42750189012,yes,11.07,70.0,4 years ,confirm,1
6919066,194293729_10494745048,yes,4.85,42.5,12 years ,confirm,1
6919236,706540218_27028112880,yes,-4140.27,71.5,20 years ,confirm,1
6920944,236318352_90918142560,yes,2.6,37.5,6 years ,confirm,1
6921532,889577767_68057946060,yes,6.87,55.0,22 years ,confirm,1
6922143,512740792_48197310595,yes,2.28,35.5,6 years ,confirm,1
6922509,779316647_61103404231,no,,21.0,7 years ,confirm,0
6922922,556716445_89553368622,no,,70.0,16 years ,,0
6922922,708853747_25012890126,no,1.9,70.0,16 years ,step_1,0
6923123,640790778_68726350932,no,0.1,27.0,5 years ,step_1,0
6923519,5115458_8619715516,yes,10.8,31.5,4 years ,confirm,1
6923539,82763700_40732107682,yes,1.8,74.0,18 years ,confirm,1
6924266,18287260_37128715522,yes,1.88,33.5,8 years ,confirm,1
6925186,387145146_71037469869,no,,39.0,5 years ,,0
6925389,310498936_75617407225,yes,-0.72,18.5,6 years ,confirm,1
6926480,663215201_36361839236,no,,40.0,18 years ,confirm,0
6926499,400095972_75841168630,no,-2914.45,37.0,10 years ,step_1,0
6926552,661528495_28291649686,no,,24.0,5 years ,,0
6926632,808380467_15356393348,yes,-0.4,54.5,21 years ,confirm,1
6926890,981110763_9603846520,no,-1.12,66.0,23 years ,step_1,0
6927122,323310066_51419964300,no,,65.0,5 years ,,0
6928516,942594613_67824792941,yes,3.58,42.5,8 years ,confirm,1
6928615,135707425_91861384167,yes,11.1,58.0,29 years ,confirm,1
6929632,334917112_71747416387,yes,5.8,31.5,14 years ,confirm,1
6929800,594171551_82945275226,yes,4.18,53.0,21 years ,confirm,1
6929927,49962346_4044286000,yes,8.0,55.5,6 years ,confirm,1
6930466,805618774_15651335247,yes,2.17,60.0,19 years ,confirm,1
6930729,423614605_94135918695,yes,8.85,53.5,37 years ,confirm,1
6930961,522689944_99691801106,no,,32.0,12 years ,,0
6932133,456891425_420804674,no,,37.0,15 years ,,0
6932275,202901099_65119437675,yes,4.0,47.5,4 years ,confirm,1
6932372,449332909_24957789875,yes,10.72,41.5,7 years ,confirm,1
6933576,711634805_14083327862,no,5.4,44.0,7 years ,step_3,0
6933951,397589431_57100128770,no,1.1,35.0,5 years ,step_2,0
6934070,980001226_64458827253,yes,2.88,35.5,5 years ,confirm,1
6934164,229431842_55544144731,no,0.65,30.0,13 years ,step_2,0
6934348,993412413_94219529547,no,0.07,38.0,15 years ,step_1,0
6934507,296657737_10261179166,no,1.68,69.5,9 years ,step_1,0
6934507,564910594_82845488844,yes,-1.63,69.5,9 years ,confirm,1
6935374,379916835_71505283306,yes,7.02,53.5,28 years ,confirm,1
6935890,481153061_32188768659,no,-0.08,47.0,36 years ,step_1,0
6935920,272800205_96742437837,no,0.13,56.5,8 years ,step_1,0
6935920,511398564_31753597586,yes,-80676.78,56.5,8 years ,confirm,1
6936123,113344636_83758209059,yes,6.7,43.0,21 years ,confirm,1
6936319,811509650_4165171489,yes,5.92,39.0,5 years ,confirm,1
6937048,543525107_27698894137,no,,34.0,16 years ,,0
6937706,43898555_18789609162,no,,52.0,9 years ,,0
6937749,229995902_31649927540,no,,65.5,6 years ,confirm,0
6937749,926873136_29421567368,yes,87636.82,65.5,6 years ,confirm,1
6938105,564727950_6522731101,no,-50.17,63.0,10 years ,step_2,0
6938297,318395152_15304998527,no,2.18,63.0,23 years ,step_3,0
6938297,546592571_47423773644,no,,63.0,23 years ,,0
6938338,166494757_13177896834,no,,74.0,29 years ,,0
6938435,416631284_26688546993,yes,2.68,63.5,15 years ,confirm,1
6938743,40969291_10129475927,yes,3.33,62.0,38 years ,confirm,1
6938743,555315542_36363376139,no,,62.0,38 years ,,0
6939220,148797867_48203427104,yes,4.95,69.5,16 years ,confirm,1
6940180,979226732_63761603119,yes,11.03,57.5,15 years ,confirm,1
6940265,588605542_48280971068,yes,-7372.28,53.5,16 years ,confirm,1
6940939,56838255_27118591957,yes,5.58,51.5,10 years ,confirm,1
6941337,675108274_12819732934,yes,3.32,25.0,9 years ,confirm,1
6941562,38408379_50430141810,no,0.57,52.0,15 years ,step_1,0
6941992,735423020_66997829524,yes,5.12,65.5,24 years ,confirm,1
6942129,661792292_13667359818,no,,40.0,6 years ,,0
6943648,167028247_13446314561,yes,1.53,34.5,6 years ,confirm,1
6944107,108119099_20742017758,no,1.15,42.0,9 years ,step_2,0
6944107,491505618_4712925731,yes,2.63,42.0,9 years ,confirm,1
6944127,831941846_71082328109,yes,6.97,32.5,12 years ,confirm,1
6944329,422705223_75241215243,yes,11.05,73.5,20 years ,confirm,1
6944373,814676327_1759919145,no,,50.0,15 years ,,0
6944375,915266238_90141490413,no,,45.0,9 years ,,0
6945214,82545178_75729413297,no,0.33,44.0,15 years ,step_1,0
6945242,504098914_66154503148,no,,41.0,12 years ,,0
6945986,27832832_34192397670,yes,2.58,23.5,8 years ,confirm,1
6946004,694164912_68721744911,yes,-1644.73,59.5,6 years ,confirm,1
6946092,742042954_56261885994,no,-1.83,50.0,8 years ,step_1,0
6946226,245230280_55569840193,yes,3.25,33.5,12 years ,confirm,1
6947298,369562360_8212112334,yes,16.28,76.5,19 years ,confirm,1
6947986,838319065_72068381398,yes,2.22,55.5,6 years ,confirm,1
6948185,988398531_45658309067,no,,51.0,7 years ,,0
6948219,414139776_26867667620,yes,6.15,41.5,9 years ,confirm,1
6948425,573936018_21969187977,no,,55.0,6 years ,,0
6948674,373371634_99279106494,yes,2.23,25.5,9 years ,confirm,1
6949017,66996168_58498171312,yes,4.32,41.0,8 years ,confirm,1
6949145,287995445_60069449109,yes,3.02,30.5,15 years ,confirm,1
6949539,517550137_84330041940,yes,1.5,38.0,5 years ,confirm,1
